date,wkday,year,daycode,month,holidays,season,weather_type,load,temp,hr_weather_type,cdd,hdd
2017-12-19,twt,2017,2,12,1,W,hot,1.165481723055311,73,hot,8,0
2017-12-20,twt,2017,3,12,1,W,mild,1.146514324160237,69,mild,4,0
2017-12-21,twt,2017,4,12,1,W,mild,1.0828870323501045,74,hot,9,0
2017-12-22,fri,2017,5,12,1,W,hot,1.2100558306319786,75,hot,10,0
2017-12-23,sat,2017,6,12,0,W,cold,1.0919865173712495,51,cold,0,9
2017-12-24,sun,2017,0,12,0,W,cold,1.0716914177971895,57,cold,0,3
2017-12-25,mon,2017,1,12,0,W,cold,1.1771775552525636,50,xcold,0,10
2017-12-26,twt,2017,2,12,1,W,cold,1.4222615300159422,50,xcold,0,10
2017-12-27,twt,2017,3,12,1,W,cold,1.8120264206503114,41,xcold,0,19
2017-12-28,twt,2017,4,12,1,W,cold,1.7416268352474595,43,xcold,0,17
2017-12-29,fri,2017,5,12,1,W,cold,1.3231191811884384,51,cold,0,9
2017-12-30,sat,2017,6,12,1,W,cold,1.0567573649992494,55,cold,0,5
2017-12-31,sun,2017,0,12,1,W,cold,1.5467421170317193,47,xcold,0,13
